coh_m1,phi_m1,coh_m2,phi_m2,srf,origin
90.2252620312703,25.0381184849287,1.72463787983524,31.8623822841335,1.36,train
92.2690203694823,21.5833277741592,0.309222233934717,31.495566649968,1.28,train
90.3321997819604,23.6699911583985,0.274198266253307,36.886372635897,1.42,train
96.8140414627211,27.7439295319305,1.85759884134961,31.7129122766257,1.45,train
100.473,22.5907,0.161484,35.1866,1.4,validation
97.3344,22.079,0.119934,34.5805,1.36,validation
98.8364,26.0173,0.171184,33.7315,1.46,validation
98.7481,22.7236,0.414483,32.2101,1.35,validation
95.7925,22.4822,0.421034,36.5994,1.39,validation
99.3307,27.2974,0.337968,36.9703,1.57,validation
99.7484,21.2943,0.751265,35.9564,1.36,validation
101.478,23.4796,0.302306,36.341,1.45,validation
100.512,21.7902,0.7604,34.1827,1.36,validation
95.5582,24.5194,0.224692,36.9534,1.48,validation
98.7507,22.8643,0.920676,36.9925,1.42,validation
101.679,21.4114,0.433964,31.3453,1.3,validation
98.4339,27.5718,1.08758,35.9063,1.56,validation
95.2347,25.9901,0.619157,31.3664,1.4,validation
94.847,23.8357,0.255763,33.5844,1.39,validation
100.716,21.7334,0.404465,34.6245,1.36,validation
90.7838,25.2089,0.106112,36.699,1.48,validation
100.629,27.3826,0.474161,34.9985,1.53,validation
99.5613,25.2539,0.498572,35.5905,1.48,validation
97.732,25.2807,0.876095,35.8089,1.49,validation
90.0046,27.7936,0.174257,35.0572,1.51,validation
94.1572,23.7559,0.610143,32.0555,1.36,validation
97.6348,25.5529,0.477346,33.1249,1.44,validation
95.7203,21.718,0.657937,32.4415,1.31,validation
94.2667,26.5142,0.553891,32.1462,1.43,validation
95.1272,25.8491,0.649165,32.3487,1.42,validation
97.6831,27.5916,0.775978,34.8335,1.53,validation
99.8067,24.9298,0.844443,33.2037,1.43,validation
95.9705,22.9795,0.0907819,35.7239,1.41,validation
100.16,24.4407,1.00221,37.6486,1.5,validation
101.244,24.1409,0.304129,32.1696,1.39,validation
98.6234,24.1716,0.66192,33.5441,1.41,validation
95.8798,22.8027,0.133022,34.8385,1.39,validation
90.905,21.6718,0.856675,34.3774,1.33,validation
98.5534,23.0057,0.112142,37.9616,1.43,validation
97.5447,24.3292,1.31826,35.0934,1.45,validation
101.377,25.1417,0.0323396,34.6814,1.47,validation
99.2983,24.7968,0.31871,37.0868,1.5,validation
97.1596,24.0603,1.65584,35.9203,1.45,validation
101.461,25.39,0.122508,33.8312,1.46,validation
100.873,24.5063,0.924591,35.5533,1.47,validation
97.8995,23.9943,0.62343,34.4162,1.42,validation
100.365,27.5293,0.891706,32.9531,1.49,validation
97.8792,26.3922,0.544558,36.4948,1.53,validation
100.964,22.3995,1.93543,32.3157,1.35,validation
93.1763,25.718,0.436575,32.5503,1.41,validation
100.524,25.6111,0.858295,33.7042,1.46,validation
97.198,26.4911,1.77255,36.6831,1.54,validation
101.438,23.2276,0.232872,32.6617,1.38,validation
101.734,26.4387,0.978165,36.4116,1.54,validation
